"","s161_P3_258","s180_P2_392","s201_P2_195","s217_P2_360","s220_P3_264","s259_P1_379","s282_P2_631","s295_P2_794","s332_P2_760","s359_P2_950","s364_P2_972","s697_P2_870"
"SLC23A2",0.009642055,0.005464251,0.005589152,0.002972699,0.005375748,0.010124123,0.017004671,0.002676368,0.029352806,0.005318432,0.005977449,0.011822612
"SLC23A3",4.56e-05,7.08e-05,0.000358282,2.02e-05,8.34e-05,2.54e-05,5.34e-05,4.6e-05,5.65e-05,0.000122491,6.4e-05,0.000156979
"SLC24A2",0,7.87e-07,2.66e-07,1.25e-07,0,2.66e-07,2.5e-07,1.57e-07,0,1.57e-07,0,1.34e-07
"SLC24A3",5.56e-05,0.000234573,6.52e-05,0.000476362,0.003269082,0.002063131,0.001155432,0.001485632,9.12e-05,9.24e-05,0.000220176,0.000125199
"SLC24A4",0,2.85e-05,0,1.45e-05,1.23e-05,0,1.45e-05,0,0,0,2.98e-05,0.000394006
"SLC26A1",6.54e-05,3.13e-05,1.41e-05,1.88e-05,4.67e-05,4.02e-06,5.13e-06,4.69e-05,2.57e-05,3.91e-06,2.01e-05,0
"SLC26A11",1.46e-05,0.000545651,0.002275197,0.001172944,0.000634247,0.000565351,0.002822625,0.000561353,0.000706874,0.001848928,0.002417679,0.000470215
"SLC26A2",0.000404857,0.000551412,0.000409447,0.00011363,0.000808144,0.000419307,0.00265388,0.000303682,0.001750067,0.000327374,0.000137568,0.002794824
"SLC26A3",0,0.000255299,0,0,0,0,0,0,0,0,0,0
"SLC26A4",1.76e-06,7.76e-06,4.34e-06,0,2.63e-06,7.43e-06,0,0,1.43e-05,8.36e-06,9.29e-06,1.67e-05
"SLC26A5",0.000188206,6.04e-05,1.29e-05,2.81e-05,0,0,0.000105324,0,7.02e-06,3.02e-05,0,1.76e-05
"SLC26A6",1.96e-05,6.89e-05,0.00020116,5.88e-05,1.23e-05,7.62e-05,5.79e-05,4.98e-05,3.03e-05,7.03e-05,8.14e-05,7.84e-05
"SLC26A8",6.07e-06,1.41e-05,8.09e-05,3.57e-06,6.07e-06,0,7.14e-06,3.52e-06,1.43e-05,3.52e-06,4.42e-05,9.11e-06
"SLC26A9",0.000208023,0.001218308,7.58e-05,0.002703261,6.26e-05,8.83e-05,4.92e-05,5.43e-05,2.35e-05,0.00497503,0.000146698,2.47e-05
"SLC27A1",0.060734859,0.067154866,0.191614099,0.110519635,0.099063616,0.623582658,0.618065219,0.213170801,0.133750581,0.031729134,0.126061354,0.122916148
"SLC28A1",0,0.00134181,0.002408422,0.003947968,0.001906308,0.001926738,0.002819977,0.023258032,0.00620395,0.00044727,0,0.000953154
"SLC28A2",0.001742415,0.044395463,0.003963164,1.253037643,0.000871208,0.019072728,0.000759417,0.002165632,0.003543946,0.002526571,0.012632586,0.000580805
"SLC28A3",0.059539479,0.003903643,0.072377919,0.013087205,0.048275253,0.27755936,0.052348821,0.000780729,0.107009458,0.002342186,0.078354078,0.159308335
"SLC29A1",0.996649252,1.180431311,1.004746409,1.08872596,1.504260798,0.266872693,2.301490278,0.938059105,1.105218335,1.059802188,1.146966129,1.999017436
"SLC29A2",0.464287787,0.127196197,0.42347741,0.26796696,0.638985904,0.072102926,0.12230139,0.373738771,0.236865486,0.096895066,0.445156695,0.509142709
"SLC29A3",0.000189751,0.003094458,0.012715534,0.002368444,0.006885245,0.002153437,0.011437851,0.002343468,0.007625234,0.002714949,0.008989746,0.008565895
"SLC29A4",0.000365782,0.001233471,0.003980724,0.002816138,0.000441461,5.75e-05,0.00520605,0.001462848,0.000380559,0.00097379,0.000296338,0.000340555
"SLC2A1",3.372139237,1.392526668,2.999780039,1.162858901,12.79020826,3.541554878,4.496498141,1.497019271,19.45305921,4.394886025,7.49208208,13.95314471
"SLC2A10",0,0.516223813,0.617291992,0.014299118,1.801344918,0.594718726,1.680583224,0.006692732,0.01215425,0,0.276088401,0.436968382
"SLC2A11",0.167569735,0.10083376,0.130974435,0.123215343,0.218452976,0.048879732,0.57643204,0.166388687,0.09421547,0.038242303,0.028584805,0.10059462
"SLC2A12",0.144158498,0.040563725,0.541663935,0.079240721,0.39035211,0.09462222,0.110551167,0.155970378,0.121881755,0.162254898,0.026069387,0.109786531
"SLC2A13",0.107401646,0.189525615,0.473956706,0.175945322,0.014008997,0.11653391,0.350918571,0.635390318,0.017497325,0.281562448,0.564681092,0.054034704
"SLC2A14",0,0.005084496,0.003464741,0.00644555,0,0.00559832,0.072234636,0.030690651,0.020137832,0,0.001353747,0
"SLC2A2",0,0.058585254,0,0,0,0,0,0,0,0,0,0
"SLC2A3",0.007066734,0.000463199,0.002143203,0.016406583,0.000543595,0.026402081,0.814470942,0.595244114,17.72769242,0.075501443,0.051167065,0.066862177
"SLC2A4",0.000661528,0.003353956,0.002623086,0.002259933,0.000661528,0.007082333,0.011582158,0.005030934,0.00169495,0.008384891,0,0.003969171
"SLC2A5",0,0.007067099,0.013143606,0.002916201,0.020285001,0.005714611,0.006804469,0.005889249,0.000486034,0.003533549,0.001714383,0.009579294
"SLC2A6",0.002040723,0.043693388,0.083903056,0.044572216,0.06530315,0.082939606,0.093732748,0.013444119,0.037362005,0.044813731,0.080046364,0.068024115
"SLC2A7",0,0,0,0,0.000327104,0,0,0,0,0,0,0
"SLC2A8",0.109561919,0.11047596,0.121334499,0.027784197,0.044998913,0.036912243,0.223985776,0.044679904,0.03472986,0.044679904,0.103486111,0.147387744
"SLC2A9",0.005145824,0.009593549,0.003291834,0.002803455,0.005789052,0.162945226,0.059993936,0.002398387,0.00560691,0,0.010972779,0.337051473
"SLC30A1",0.485247655,0.422277681,1.061039874,0.393674454,0.841045871,0.446025849,0.947001583,2.29567026,0.931102765,0.42663748,0.689168206,1.0449513
"SLC30A10",0,0.00884915,0.000859202,0.001783335,0,0,0.000891667,0,0,0,0.000859202,0.003671395
"SLC30A2",0,0.004328747,0,0.000947138,0,0,0.002367846,0.005410934,0,0.009739681,0,0
"SLC30A5",0.812016478,0.779901303,1.349014038,0.90718311,0.703510634,0.830341399,1.611995333,0.672572131,3.436407172,0.745381952,1.099559247,1.302357315
"SLC30A8",0,0,0,0.005329966,0,0,0,0,0,0.025050798,0,0
"SLC31A1",0.791296416,0.760072271,4.275671666,0.389978531,0.448157201,2.536381792,2.067587262,3.509564262,1.513645583,1.286839651,1.983943859,0.908516702
"SLC31A2",0.000242781,0.000251955,0.001037411,0.00066339,0.000811583,0.001452376,0.001959551,0.00038873,0.001326779,0.000367134,0.000385324,0.002830136
"SLC32A1",0,7.67e-08,0,1.75e-07,0,0,0,0,0,0,0,0
"SLC34A1",1.26e-05,0,1.43e-05,0,1.26e-05,7.17e-06,2.46e-06,1.44e-05,0,1.44e-05,4.66e-05,7.79e-05
"SLC34A2",0.024467487,0.000294086,0.019725869,0.006635791,2.8e-06,0.001534547,4.42e-05,0.106461388,0.00228965,0.055934128,0.002705284,0
"SLC34A3",1.53e-06,2.52e-06,6.52e-05,0,1.23e-05,2.17e-06,0,0,1.48e-06,2.78e-05,0,3.07e-05
"SLC35A5",0.524306269,0.285784491,0.573202572,0.187073066,0.225713246,0.1963324,0.390825429,0.534643158,0.733068229,0.533363296,0.718255884,0.403846695
"SLC35G2",0.071072064,0.016790982,0.120514153,0.001335964,0.076539146,0.001959803,0.017701517,0.003052906,0.24514931,0.091587173,0.141497761,0.466525232
"SLC35G5",0,0.003025998,0.001236988,0.00141908,0,0.000618494,0.008514482,0.0006052,0,0.003025998,0,0
"SLC36A1",0.253241485,0.194596256,0.366574397,0.010428246,0.128510605,0.205976154,0.215700031,0.130360225,0.243720179,0.100830404,0.183287199,1.012021011
"SLC36A2",0,0,0,0.000901689,0,0.004957677,0,0.000387878,0,0.000775755,0.000991535,0.000755276
"SLC36A4",0.428664202,0.171232691,0.752778488,0.094453152,0.209746433,0.088182539,0.564992913,0.230602315,0.714637002,0.574405062,0.541283064,0.335104112
"SLC38A1",4.387692222,1.815324008,11.24366861,0.873696514,2.076460317,3.533632326,3.980198752,2.247808886,7.733683724,1.996682588,6.730348326,7.152589333
"SLC38A11",0.000666499,0.032382447,0,0.021835884,0.000666499,0,0.005137855,0,0,0.00548855,0.000944931,0.000666499
"SLC38A2",1.85013006,2.154363642,3.380008416,1.011904769,1.72231922,4.130994988,5.283949431,8.809863442,5.343003057,3.890833877,3.514209747,10.66737544
"SLC38A3",0,0.001101696,0.011469161,0.00138921,0.00078259,0.000395488,0.056494534,0,0.00324149,0,0.000790977,0.007043308
"SLC38A4",0.031219767,0.009700693,0.013314393,0,0.023414826,0.029049585,0.121848302,0.268973768,0.038965133,0.000881881,0.509578139,0.007804942
"SLC38A5",0.244498065,0.001108635,0.283814877,0.046460125,0.678652364,0.273443393,0.002732916,0.001108635,0.0032795,0.016074648,0.016028914,0.004570057
"SLC38A6",0.07982167,0.122217749,0.111273957,0.099662414,0.09508857,0.125174343,0.096916543,0.125704366,0.15670918,0.073085475,0.137095772,0.154519846
"SLC38A7",0.547478491,0.435981657,0.602810444,0.160293937,0.292286587,0.282415217,0.372096621,0.766498355,0.257205838,0.249535399,0.193940913,1.459190189
"SLC39A1",1.544583011,1.187807703,2.849066467,2.062537808,2.260480899,1.316978015,4.66366769,1.777127795,5.316899652,2.225255804,2.639084133,1.552471821
"SLC39A10",0.613391737,0.49712822,1.39669467,0.284063748,0.942882569,0.48861119,1.808244584,1.872822102,1.680996405,0.543254996,1.080791249,1.294274327
"SLC39A12",0,0,0.000766454,0,0,0,0,0,0,0,0,0
"SLC39A14",0.264496773,0.786580092,0.718330501,0.159031873,0.439980209,0.158663015,0.550998666,0.219724694,1.323706473,0.221704196,1.049837853,0.945357881
"SLC39A2",0,0.000333991,0.003644721,0.002289679,0,0.180413702,0.014501302,0,0.000763226,0.001001973,0,0.019598028
"SLC39A4",0.337860585,0.120987802,0.64561969,0.655017181,0.657390812,0.15037467,0.142818463,1.265662813,0.113701713,0.312973709,0.498847709,0.2841818
"SLC39A5",0,2.05e-05,3.31e-06,1.41e-06,1.63e-06,3.31e-06,0,6.82e-06,0,0,1.65e-06,3.26e-06
"SLC39A6",0.859158744,0.290361468,3.761077489,0.515932958,1.492874233,1.932354193,3.441319194,0.4771437,1.57429094,1.55528017,1.480203776,0.750561079
"SLC39A8",1.083948015,1.382345455,5.121460105,0.523188931,0.228318924,0.336369669,0.732057054,3.891725378,0.649906587,1.763575783,2.573567069,0.189393491
"SLC39A9",1.084947551,0.458235332,0.64139731,0.681185933,1.303262393,0.82503745,1.304935836,0.608743399,1.013408142,0.856156652,0.62874572,2.682878158
"SLC3A1",0.000724478,0.017131907,0.003089704,0.000631515,0.003622389,0.000617941,0,0,0.003791617,0.002701341,0.001853822,0.002897911
"SLC3A2",6.811055088,2.259538243,2.558000595,1.266820609,1.976787799,2.052565699,1.159212027,1.463701995,2.569413386,0.817616877,2.281220162,19.85887449
"SLC40A1",0.173928287,2.241033055,0.058390673,0.648387817,0.095366364,0.940089836,0.54806613,0.713038399,0.286152463,0.157504556,0.386675364,0.063762394
"SLC41A1",0.620981549,0.378976589,0.557224018,0.329721311,0.594693433,0.258513645,0.527292414,1.074263958,0.430796921,1.459100119,0.360078788,0.56577722
"SLC41A2",0.315467993,0.161915107,0.32415618,0.239667874,0.152365102,0.088919282,0.408903957,0.411686514,2.070056066,0.320555507,0.474266436,0.099836341
"SLC41A3",0.503554169,0.171876712,0.559119359,0.281687447,0.276911581,0.218327209,0.459781319,0.102883947,0.647811592,0.30260045,0.450882258,0.782441164
"SLC43A1",0.019429679,0.00972067,0.453043717,0.425203783,0.008000456,0.006198367,0.118962831,0.078251394,0.564190061,0.011664804,0.167919398,0.010857762
"SLC43A2",0.476421494,0.221550132,0.884993056,0.247596425,0.475628746,0.58568831,0.350668007,0.462109659,0.194379559,0.114734128,0.351004433,0.158164865
"SLC43A3",5.465774676,0.315241357,3.25167127,4.058736627,3.522914594,0.275470723,1.766457484,0.990228233,2.622518084,0.280613542,2.53988254,0.937214736
"SLC44A1",0.985898837,1.482193777,1.598440394,0.478999526,0.88217625,2.139679494,1.693817843,2.315903636,1.046016285,1.370699592,1.773190738,1.975509727
"SLC44A2",0.912585522,1.353589235,4.216235432,3.140876958,3.232301154,2.940027661,12.01643345,3.004499932,3.377631748,3.667368078,1.734668335,2.574691244
"SLC44A3",0.155736314,0.43275928,0.550418641,0.234201921,0.787859827,0.224968137,0.492028045,0.697598598,0.132007524,0.198235611,0.818605622,0.049575418
"SLC44A5",0.12919109,0.878842619,0.120234287,1.680881312,0.643425061,0.34162723,1.975458499,0,0,0.234451625,0.005202445,0.350371646
"SLC45A1",0.000792261,0.000675088,0.204433966,0.000771346,0.003169043,0.000920874,0.005399421,0.041857141,0.047052098,0.002362808,0.028547085,0.001980652
"SLC45A2",0,0.016608429,0.001855694,0.000399696,0,0.000371139,0.001598783,0.011863728,0.000799391,0.000790915,0,0.000467996
"SLC45A4",0.384934178,0.56275029,0.106736157,0.582293491,0.936169225,0.391560312,0.522108567,1.570349471,0.174036189,0.399880012,0.666989379,0.660551702
"SLC46A1",0.339539536,0.093391116,0.965689867,0.06556786,0.273556144,0.298184762,0.525205181,0.891855156,0.459637983,0.439396143,0.626577784,0.476317608
"SLC46A2",0,0,1e-06,3.25e-06,1.75e-06,0,1.2e-06,1.99e-06,1.03e-06,0,0,0
"SLC46A3",0,2.53e-05,2.49e-06,2.06e-05,7.04e-07,6.29e-05,6.66e-06,0,1.04e-06,8.58e-06,0,1.79e-05
"SLC47A1",1.43e-06,2.13e-05,0,1.24e-06,0,2.55e-05,2.61e-05,8.68e-05,0,0,0,0.000417685
"SLC47A2",0,0,0,0,0,7.64e-07,2.95e-07,0,0,0,0,1.91e-05
"SLC4A1",0,0,1.33e-05,0,0,0.000112636,0,0,1.13e-05,0,0,0.000138623
"SLC4A10",1.09e-05,1.96e-06,1.61e-05,0,0,6.88e-06,2.33e-05,0,0.000174412,3.92e-06,4.13e-05,1.82e-06
"SLC4A11",0.003381832,1.8e-05,0.000529292,2.98e-05,0.003339018,0.00230875,4.35e-05,1.06e-06,0.000391145,0.000674667,0.000186172,0.000172854
"SLC4A2",0.021640599,0.011513097,0.027592434,0.006709104,0.033844775,0.00979271,0.010540049,0.017962954,0.008908012,0.010697361,0.017038074,0.018463626
"SLC4A4",0.001329647,0.001895723,0.011428613,0.000702256,0.000169277,0.000999492,0.000697181,0.005806753,2.79e-05,0.007550563,0.017847494,2.73e-06
"SLC4A7",0.001431923,0.000263877,0.003389792,0.00059108,0.000408806,0.001635988,0.001799746,0.000440648,0.002045928,0.002955281,0.002926577,0.001113663
"SLC4A8",3.08e-05,0.000579447,0.000132766,0.000384732,0.000626027,6.31e-05,0.003107258,9.1e-05,0.00047073,0.000175588,0.000101217,2.15e-05
"SLC51A",6.52e-06,0,7.44e-05,0,1.96e-05,0.000139547,0.000600132,0.001242532,0.000382552,1.5e-05,0.000102335,0
"SLC51B",0,5.25e-05,7.36e-05,2.89e-05,0,0,0,2.92e-05,3.61e-05,2.33e-05,8.49e-06,2.79e-06
"SLC52A1",0.001096891,0.000445278,0.001664636,0.000521033,0.000308983,0.000197128,0.00017864,0.004707226,8.93e-05,0.000101778,0.00083234,0.000926965
"SLC52A2",0.000790156,0.00099079,0.001933457,0.001197261,0.001344762,0.00089832,0.00076181,0.005996334,0.000634226,0.001910752,0.002693035,0.001113151
"SLC52A3",0.001157301,0.000967213,0.000836727,0.001114662,0.003007918,0.001635028,0.000784762,0.000499458,0.001854432,0.000741266,0.001558182,0.002542683
"SLC5A1",8.29e-06,0.002755441,0.000275906,3.61e-05,0,0.000410322,0.000469952,0,0.000462715,0,0,0.000829422
"SLC5A10",0,4.81e-06,4.09e-06,0,0,0,0,2.4e-06,0,0,0,5.94e-05
"SLC5A11",2.06e-05,1.18e-05,3.22e-05,2.5e-05,0,0.000112561,0,1.18e-05,8.34e-06,0,0.000659287,4.81e-05
"SLC5A12",0,0.000374572,0.000164884,5.85e-05,0.001022136,0.000247326,0.000901529,0,0,0,0.000123663,0.003896893
"SLC5A2",6.26e-06,1.13e-05,3.16e-05,0.000307891,1.88e-05,7.9e-06,1.33e-05,2.02e-05,1.78e-05,4.5e-06,0,0
"SLC5A3",0.018672866,0.006324594,0.052936185,0.017066002,0.031430174,0.005188835,0.020112051,0.149556064,0.081209692,0.014962968,0.015284908,0.059923811
"SLC5A4",0,0,1.07e-05,0,0,0,0,1.85e-05,0,0,0,0
"SLC5A5",0,0,1.05e-05,1.21e-06,3.46e-07,4.88e-07,0,9.41e-07,0,2.35e-07,1.95e-06,3.46e-07
"SLC5A6",0.00032526,0.000243925,0.000633686,0.000471297,0.000443781,0.000173532,0.000696839,0.000329962,0.000741507,0.000239806,0.0004972,0.001148653
"SLC5A7",2.56e-05,7.49e-06,3.17e-05,0,0.00012157,0,1.49e-06,3.18e-05,1.49e-06,1.31e-05,6.33e-06,0
"SLC5A8",0,2.24e-06,0,1.91e-06,0,2.57e-06,7.66e-06,0,0,0,0,0
"SLC5A9",0,1.12e-05,0,6.29e-06,0,5.18e-06,6.29e-07,0,0,0,0,0
"SLC6A1",0,0,0,2.92e-06,1.99e-06,0,0,0,0,2.06e-06,0,0
"SLC6A11",0,0,0,3.88e-06,1.14e-05,4.74e-05,1.6e-05,0,0,0,7.07e-07,0.000114509
"SLC6A12",0,0,0.000160187,2.07e-05,3.43e-06,0,1.09e-05,0,0.000111559,0,3.48e-06,0
"SLC6A13",0.000146305,0,0.007052411,0.000140978,0,0.002489294,0.000140978,0.00012048,0.000140978,0.00012048,0.000622272,0.000146305
"SLC6A14",0.0003655,0.000491894,0.001215557,6.7e-06,0.000133799,0.007908581,0.001129793,4.45e-06,8.52e-05,0.02325557,0.002449758,0.000318181
"SLC6A15",0,6.88e-06,0,0,0,2.35e-05,1.45e-06,0,0,0,0.001788151,0.001468449
"SLC6A16",3.29e-06,6.95e-05,7.01e-06,2.87e-06,4.93e-06,0,0.00014617,2.86e-05,1.43e-06,4.29e-05,2.8e-06,1.97e-05
"SLC6A17",0.000168087,3.5e-05,8.92e-05,6.89e-05,4.8e-05,0.000227898,0.000183803,1.17e-05,0.000206778,5.83e-05,0.000376528,9.6e-05
"SLC6A18",0,0,8.09e-07,0,0,8.09e-07,3.36e-06,0,0,0,0,0
"SLC6A19",0,0,0,0,0,2.64e-06,4.5e-06,0,0,0,2.64e-06,0
"SLC6A2",0,1.64e-06,0,3.57e-05,0,6.34e-05,6.37e-05,0,0,1.64e-06,0,3.05e-05
"SLC6A20",0.001151898,0.000101607,0.002014474,0.000490791,2.67e-05,0.000134991,0.000366904,8.74e-05,9.05e-05,4.88e-05,0.000280365,0
"SLC6A3",5.55e-06,6.14e-05,0.007694114,0.000366301,2.22e-05,0,0,3.78e-05,0.000194597,0.000113364,0.002827524,0
"SLC6A4",0,0,5.42e-05,1.03e-05,0,5.01e-05,0,0,1.37e-05,4.02e-06,8.34e-06,7.1e-05
"SLC6A5",0,0,0,0,0,0,0,0,0,0,0,9.13e-07
"SLC6A6",0.018885621,0.008627763,0.018420613,0.004156313,0.00709011,0.018468865,0.008763978,0.002886641,0.009659839,0.008479774,0.027160513,0.022019062
"SLC6A7",2.05e-05,4.18e-06,9.6e-06,0,0,3.36e-05,0,1.67e-05,2.98e-05,1.26e-05,7.68e-05,0
"SLC6A8",0.000229839,0.000582192,0.010131816,0.000386547,0.000170982,0.006171716,0.002337286,0.000928165,0.003657026,0.000757784,0.003978129,0.008219329
"SLC6A9",6.82e-05,3.73e-05,7.6e-05,0.000179692,0.000131429,5.72e-05,5.2e-05,0.000298616,0.000142751,0.000117094,0.000108082,8.8e-05
"SLC7A1",0.00511757,0.002349677,0.021495098,0.00305777,0.004408061,0.008991334,0.006390838,0.001051973,0.021458757,0.000589449,0.013170074,0.012953598
"SLC7A10",0,0.000227198,5.74e-05,0.000114816,3.1e-05,0.000287035,0.000317953,0.000873837,0.000194304,0,0.000811899,1.03e-05
"SLC7A11",0.057779904,0.082982702,0.010895752,0.001027512,0.001720619,0.030432773,0.002414035,0.000130626,0.098321513,0.008011729,0.003337275,0.504395636
"SLC7A14",0,3.87e-06,0,1.67e-06,0,0,3e-05,1.16e-05,0,0,0,1.42e-06
"SLC7A2",6.56e-05,0.00033531,0.000878776,2.81e-05,0.000282659,0.000127988,0.00368894,1.49e-05,8.43e-05,0.000462881,0.000935914,0.000382155
"SLC7A3",0,3.19e-07,0,0,0,0,3.13e-06,0,0,0,0,0
"SLC7A4",1.07e-06,2.65e-05,0,1.02e-06,0,1.37e-05,9.22e-06,4.15e-06,2.05e-06,5.19e-06,0,0
"SLC7A5",0.009113283,0.021991372,0.033528328,0.000444284,0.004194449,0.027067291,0.00771926,0.025367067,0.024511107,0.000467448,0.006974961,0.056148243
"SLC7A6",0.00031147,0.000320656,0.001464074,0.001495959,0.000281104,0.000369972,0.000442018,0.001452019,0.001051803,0.000223644,0.000397233,0.000592088
"SLC7A7",0.000590685,0.001753417,0.002786604,0.003891137,0.001019233,0.001301933,0.001456193,0.001300287,0.003342081,0.000807764,0.002306945,0.000474864
"SLC7A8",0.000101788,0.003009372,0.000221051,0.001899696,6.96e-05,0.002015522,0.000463646,0.000400521,0.000206929,0.000447856,0.000336303,0.022417511
"SLC7A9",0,9.87e-06,6.47e-05,1.76e-06,2.96e-06,2.59e-06,5.29e-06,7.59e-07,5.29e-06,1.52e-06,4.98e-05,1.48e-06
"SLC8A1",4.04e-05,0.000135304,0.000232384,4.27e-05,0.000145622,0.000366235,4.62e-05,6.82e-05,8.46e-05,7.04e-05,0.000693433,4.51e-05
"SLC8A2",4.18e-07,4.84e-06,5.06e-06,7.37e-07,2.09e-07,3.04e-06,4.91e-07,6.54e-06,4.91e-07,7.27e-07,0,2.92e-06
"SLC8A3",0,4.47e-05,4.6e-06,0.000395712,0,1.38e-05,0,1.67e-05,2.37e-05,0,1.38e-05,0
"SLC8B1",0.00067508,0.000219128,0.004594909,0.000621238,0.000388957,0.001096622,0.001154846,0.000291715,0.001070985,0.000317013,0.001692571,0.000310202
"SLC9A1",0.003130001,0.006762324,0.005224272,0.001740379,0.002711835,0.002370844,0.00299053,0.007711683,0.004764069,0.003915568,0.003214749,0.007324139
"SLC9A2",0,0.001382821,4.64e-06,0.000227888,0,0.000257763,0.000114741,0,7.97e-06,0.001296654,2.32e-06,0.000123776
"SLC9A3",2.42e-06,0,1.23e-06,0,0,3.69e-06,0,0,0,0,1.23e-06,1.45e-05
"SLC9A3R1",0.011023482,0.00697404,0.015965644,0.005722851,0.015505301,0.073798181,0.023722807,0.009195228,0.004520164,0.008857205,0.005344252,0.10409724
"SLC9A3R2",0.041296515,0.01603718,0.048470657,0.020685099,0.019338207,0.048319674,0.009547488,0.074987687,0.023743652,0.015736617,0.020284578,0.004717505
"SLC9A4",0,0.000513014,0,5.64e-05,0,5.5e-05,1.34e-05,0,8.05e-06,0.000153265,4.58e-06,0
"SLC9A6",0.007213485,0.000974776,0.004163986,0.00131106,0.003438219,0.001893997,0.002400929,0.004200918,0.002908064,0.00221058,0.00236282,0.009272272
"SLC9A7",0.007562801,0.007832228,0.011719842,0.003178493,0.00812127,0.00630985,0.004072979,0.021852648,0.035830382,0.007425661,0.016615331,0.010738541
"SLC9A9",4.87e-05,0.000114926,0.00011318,6.61e-05,1.22e-05,0.000187921,0.000962781,0.000612242,7.84e-05,0.000319704,0.000151618,0.001080928
"SLC9B2",1.06e-05,3.45e-06,3.04e-05,0,4.03e-06,3.19e-06,1.56e-05,1.97e-07,0.000138615,5.42e-06,3.76e-05,7.48e-05
"SLCO1A2",0,0,0,0,0,4.91e-05,1.59e-05,0,0,0,0.000474768,0.000243198
"SLCO1B1",9.73e-06,0,0,0,0,1.39e-06,0,0,1.19e-05,2.02e-05,1.39e-05,1.62e-06
"SLCO1B3",0.003298605,0,1.84e-05,3.08e-06,1.58e-06,0.000179696,0,0,0.00448045,0.000447298,0.002617696,0.000907141
"SLCO1C1",0,0,0,0,0,0,0,0,0,0,0,0
"SLCO2A1",3.12e-05,0.000457238,0.015851315,0.002265974,1.2e-05,0.000701817,0.003138796,2.2e-05,0.013148146,0.000107423,0.019691784,9.36e-05
"SLCO2B1",0,5.08e-05,3.69e-05,2.09e-05,0,1.23e-05,0,0,0,0,0,0.00102005
"SLCO3A1",0.000825544,0.000316653,0.00050124,0.001947449,0.000824632,0.001993326,0.001029915,0.001069316,0.000494325,0.001658299,0.001027025,0.001275675
"SLCO4A1",0.000167245,0.000402018,0.000454426,9.18e-05,0.000372732,7.46e-05,0.000197471,0.000340812,0.002114113,0.000304647,2.56e-05,0.000247808
"SLCO4C1",0.000885561,0.006603938,0.000101326,0.000856653,0.000107995,0.000690856,0.006410775,0,0.000913135,0.002228158,0.000617165,0.000118795
"SLCO5A1",0.007017044,0.00069525,0.006726249,0,8.96e-05,1.23e-05,0.013268248,0,0.000114258,0.000767672,0.003350799,0.000806059
"SLCO6A1",0,5.35e-06,5.72e-06,5.39e-07,7.11e-06,0,0,3.82e-06,0,0,2.6e-06,0
"SLITRK1",0.000413748,0,0,0,0,0,0,0,0,0,2.71e-05,0
"SLITRK2",3.37e-06,0,4.17e-06,3.23e-06,0,4.17e-06,6.45e-06,4.91e-06,1.61e-06,0,6.96e-06,0
"SLITRK3",0,5.74e-05,0,0,0,0,0,0,0,1.23e-05,3.07e-05,0
"SLITRK4",0,0,2.92e-07,0,0,4.67e-06,1.24e-06,0,0,5.12e-06,0,0
"SLITRK5",1.43e-06,1.42e-06,4.51e-05,2.35e-07,1.1e-07,7.5e-06,1.41e-06,0,3.52e-06,4.14e-05,4.3e-06,2.2e-07
"SLITRK6",0.000620475,0.000582684,0.000989003,5.49e-05,0,0.003656186,0.019771004,0,0.001468995,0.00496951,5.41e-05,0.005547712
"SMAGP",0.002534895,0.003683833,0.008282674,0.001248454,0.000999854,0.002102715,0.002779112,0.0025935,0.01072538,0.002455247,0.003857705,0.008783193
"SMAP1",0.00163372,0.000924692,0.002104185,0.002142938,0.002482053,0.001378496,0.002671908,0.00172288,0.001756822,0.00223422,0.001408192,0.001467034
"SMIM1",1.49e-05,5.07e-05,7.95e-05,3.54e-05,2.24e-05,9.47e-06,1.61e-05,0.000261472,8.05e-06,5.46e-05,7.57e-06,2.05e-05
"SMO",0.000286178,0.001494293,0.000343238,0.000283644,0.000277883,0.001224603,0.005763674,0.000185008,0.000337036,0.001138509,0.001230421,0.004889919
"SMPD1",0.001482547,0.000756973,0.005807021,0.001668918,0.001076373,0.003683812,0.001416336,0.001930084,0.002127793,0.000903612,0.002163396,0.00159763
"SMPDL3B",0.000365023,0.000405613,0.000864511,0.000581449,0.00041104,4.39e-05,0.000477532,0.00103375,5.86e-05,0.000532403,0.000204999,2.94e-05
"SNAP23",0.000985585,0.000568455,0.002242813,0.001024426,0.0013144,0.001461589,0.001507693,0.002928839,0.002317747,0.001454883,0.001421247,0.001004486
